customer_id,age,gender,city,loyalty_segment,preferred_sales_channel,registration_date
1063,35,Female,Dubai,Gold,Store,11 March 2022
1064,30,Female,Abu Dhabi,Silver,Website,14 January 2025
1065,18,Female,Sharjah,Silver,Website,27 August 2022
1066,30,Male,Abu Dhabi,Gold,Store,23 October 2025
1067,40,Female,Abu Dhabi,Gold,Store,20 July 2022
1068,30,Female,Abu Dhabi,Silver,Website,05 July 2023
1069,18,Male,Sharjah,Gold,MobileApp,16 August 2021
1070,40,Female,Dubai,Silver,Store,29 June 2022
1071,20,Male,Dubai,Silver,MobileApp,22 May 2024
1072,25,Male,Sharjah,Platinum,Amazon.ae,10 October 2022
1073,20,Male,Sharjah,Gold,Amazon.ae,05 September 2021
1074,25,Male,Dubai,Gold,Store,02 December 2024
1075,40,Male,Dubai,Silver,Store,13 December 2023
1076,30,Male,Dubai,Silver,Amazon.ae,19 May 2025
1077,20,Female,Dubai,Gold,Store,10 November 2021
1078,45,Male,Sharjah,Silver,Store,29 October 2024
1079,45,Male,Dubai,Silver,Amazon.ae,06 February 2021
1080,45,Male,Sharjah,Silver,Store,25 December 2022
1081,20,Female,Dubai,Silver,Store,28 March 2025
1082,30,Female,Abu Dhabi,Silver,Store,07 September 2023
1083,60,Female,Dubai,Gold,MobileApp,25 March 2021
1084,40,Female,Abu Dhabi,Platinum,Store,19 June 2023
1085,18,Male,Abu Dhabi,Silver,Amazon.ae,23 January 2024
1086,18,Female,Abu Dhabi,Gold,Website,09 December 2024
1087,30,Male,Dubai,Silver,Website,27 September 2024
1088,50,Male,Dubai,Platinum,Store,20 December 2022
1089,30,Female,Dubai,Silver,Store,04 July 2022
1090,30,Male,Dubai,Gold,Website,15 December 2024
1091,20,Female,Abu Dhabi,Gold,Store,03 October 2024
1092,35,Female,Abu Dhabi,Silver,Amazon.ae,16 December 2022
1093,40,Male,Abu Dhabi,Silver,Website,10 August 2022
1094,25,Male,Abu Dhabi,Platinum,Website,26 February 2024
1095,40,Male,Dubai,Silver,Store,01 June 2021
1096,55,Female,Dubai,Gold,MobileApp,26 March 2025
1097,20,Female,Dubai,Platinum,Store,28 November 2023
1098,30,Male,Sharjah,Silver,Store,21 December 2024
1099,25,Male,Abu Dhabi,Gold,Amazon.ae,03 February 2024
1100,40,Female,Dubai,Platinum,Website,14 June 2021
1101,30,Female,Dubai,Gold,Website,27 July 2023
1102,35,Male,Sharjah,Silver,Website,17 April 2025
1103,40,Male,Abu Dhabi,Silver,MobileApp,31 July 2021
1104,25,Female,Abu Dhabi,Silver,Store,10 June 2022
1105,50,Male,Dubai,Gold,Store,12 January 2023
1106,30,Male,Dubai,Gold,MobileApp,12 May 2021
1107,20,Female,Sharjah,Gold,Store,21 March 2024
1108,35,Female,Abu Dhabi,Silver,MobileApp,06 April 2021
1109,40,Male,Dubai,Silver,Store,07 March 2025
1110,25,Male,Sharjah,Gold,Store,10 October 2023
1111,45,Male,Abu Dhabi,Gold,Store,06 June 2022
1112,50,Male,Dubai,Platinum,Website,09 January 2022
1113,25,Female,Dubai,Gold,Website,06 November 2023
1114,60,Male,Dubai,Gold,Store,30 August 2025
1115,20,Female,Dubai,Gold,Store,31 August 2022
1116,20,Female,Abu Dhabi,Gold,Amazon.ae,18 January 2021
1117,20,Male,Dubai,Silver,Store,03 December 2024
1118,45,Male,Sharjah,Platinum,MobileApp,28 October 2023
1119,35,Male,Sharjah,Gold,Amazon.ae,16 September 2025
1120,20,Female,Dubai,Silver,Noon,22 June 2024
1121,25,Female,Dubai,Silver,Amazon.ae,05 September 2023
1122,35,Male,Sharjah,Silver,Store,29 May 2023
1123,18,Female,Abu Dhabi,Silver,Noon,17 August 2022
1124,45,Female,Abu Dhabi,Silver,MobileApp,05 October 2022
1125,40,Female,Dubai,Silver,MobileApp,09 May 2021
1126,30,Male,Dubai,Silver,Store,12 March 2023
1127,55,Male,Abu Dhabi,Silver,Noon,31 March 2022
1128,25,Female,Sharjah,Gold,MobileApp,29 May 2025
1129,60,Male,Dubai,Silver,MobileApp,26 May 2023
1130,35,Male,Sharjah,Silver,Store,25 July 2022
1131,35,Male,Dubai,Silver,Store,01 January 2024
1132,20,Male,Sharjah,Silver,Noon,11 October 2023
1133,45,Male,Abu Dhabi,Silver,Website,29 March 2024
1134,25,Female,Dubai,Gold,Store,16 January 2024
1135,20,Male,Abu Dhabi,Gold,MobileApp,05 February 2022
1136,18,Male,Dubai,Silver,Store,07 April 2022
1137,30,Female,Dubai,Gold,Store,02 April 2025
1138,30,Male,Dubai,Silver,Store,30 March 2021
1139,35,Male,Dubai,Platinum,Store,12 August 2025
1140,45,Female,Dubai,Platinum,Store,03 April 2023
1141,18,Female,Abu Dhabi,Silver,Store,06 January 2021
1142,35,Female,Abu Dhabi,Gold,Store,08 June 2025
1143,20,Female,Dubai,Gold,Website,03 August 2023
1144,45,Male,Sharjah,Gold,Amazon.ae,25 March 2021
1145,40,Female,Abu Dhabi,Gold,Website,27 June 2024
1146,30,Male,Sharjah,Platinum,Store,17 August 2025
1147,35,Female,Abu Dhabi,Silver,Store,10 December 2024
1148,25,Male,Dubai,Gold,MobileApp,01 January 2024
1149,30,Female,Dubai,Gold,Noon,13 September 2022
1150,40,Female,Abu Dhabi,Gold,Store,10 February 2024
1151,30,Female,Dubai,Gold,Store,21 June 2021
1152,25,Male,Dubai,Silver,Website,30 November 2022
1153,30,Male,Dubai,Silver,MobileApp,30 September 2021
1154,40,Female,Dubai,Silver,Website,14 June 2022
1155,25,Female,Dubai,Silver,Website,31 August 2025
1156,20,Male,Dubai,Silver,MobileApp,15 November 2021
1157,35,Female,Dubai,Platinum,Noon,11 January 2024
1158,40,Female,Abu Dhabi,Gold,Store,04 January 2024
1159,20,Male,Abu Dhabi,Gold,Noon,05 March 2022
1160,20,Female,Dubai,Silver,Store,23 January 2025
1161,20,Male,Dubai,Gold,MobileApp,27 April 2023
1162,25,Male,Dubai,Gold,Website,01 October 2024
1163,30,Male,Dubai,Gold,Website,06 September 2021
1164,35,Female,Dubai,Silver,Website,25 July 2025
1165,35,Female,Dubai,Silver,Store,22 January 2022
1166,35,Male,Abu Dhabi,Gold,Store,03 October 2025
1167,25,Female,Abu Dhabi,Silver,Website,29 December 2021
1168,40,Female,Dubai,Platinum,Website,12 August 2024
1169,30,Female,Dubai,Gold,Store,09 March 2021
1170,55,Male,Abu Dhabi,Platinum,Amazon.ae,14 March 2022
1171,35,Female,Sharjah,Gold,Store,13 October 2023
1172,20,Male,Abu Dhabi,Platinum,Store,05 April 2025
1173,35,Male,Abu Dhabi,Gold,Store,17 June 2025
1174,25,Male,Dubai,Silver,Website,02 March 2024
1175,35,Male,Dubai,Silver,Store,11 August 2024
1176,18,Female,Sharjah,Silver,Website,23 October 2021
1177,20,Male,Dubai,Silver,Store,09 October 2022
1178,45,Female,Sharjah,Silver,Store,02 February 2021
1179,20,Male,Abu Dhabi,Silver,MobileApp,29 October 2024
1180,40,Male,Abu Dhabi,Gold,Website,01 February 2021
1181,25,Female,Dubai,Silver,Store,09 July 2022
1182,35,Female,Abu Dhabi,Silver,Store,01 November 2021
1183,35,Male,Dubai,Gold,Amazon.ae,04 March 2023
1184,30,Male,Dubai,Gold,Store,06 February 2024
1185,25,Male,Dubai,Platinum,Amazon.ae,06 April 2021
1186,20,Male,Sharjah,Gold,Website,26 December 2023
1187,18,Female,Abu Dhabi,Silver,Store,05 June 2022
1188,25,Female,Dubai,Silver,MobileApp,18 August 2021
1189,35,Male,Dubai,Silver,Amazon.ae,03 January 2023
1190,50,Female,Abu Dhabi,Silver,Store,24 December 2021
1191,45,Female,Abu Dhabi,Silver,Store,06 February 2022
1192,40,Male,Abu Dhabi,Platinum,Store,01 March 2023
1193,40,Male,Abu Dhabi,Silver,Amazon.ae,09 April 2021
1194,35,Female,Dubai,Silver,Website,28 September 2021
1195,25,Female,Abu Dhabi,Silver,Store,28 December 2021
1196,50,Male,Dubai,Gold,Store,02 April 2024
1197,35,Male,Sharjah,Silver,Store,12 June 2022
1198,30,Male,Abu Dhabi,Silver,Store,07 April 2024
1199,20,Female,Dubai,Silver,Store,11 November 2023
1200,25,Male,Dubai,Silver,Website,24 June 2022
1201,30,Male,Sharjah,Silver,Store,18 August 2022
1202,45,Female,Dubai,Silver,Store,13 April 2023
1203,30,Female,Dubai,Silver,Website,01 February 2022
1204,25,Female,Abu Dhabi,Gold,Store,26 November 2023
1205,55,Male,Dubai,Silver,Store,10 May 2022
1206,20,Male,Abu Dhabi,Gold,Store,10 November 2021
1207,25,Male,Dubai,Silver,Store,05 May 2022
1208,18,Male,Abu Dhabi,Silver,MobileApp,23 July 2024
1209,35,Female,Dubai,Silver,Website,21 August 2021
1210,50,Male,Dubai,Silver,Store,28 June 2025
1211,25,Male,Sharjah,Silver,Store,30 December 2024
1212,45,Male,Abu Dhabi,Silver,Store,27 October 2023
1213,25,Male,Dubai,Gold,Website,08 April 2025
1214,50,Female,Dubai,Gold,Website,02 September 2025
1215,40,Male,Abu Dhabi,Gold,Website,26 October 2022
1216,40,Male,Abu Dhabi,Silver,Store,01 September 2021
1217,18,Male,Sharjah,Gold,Store,29 August 2021
1218,55,Male,Sharjah,Silver,MobileApp,12 July 2022
1219,35,Male,Abu Dhabi,Gold,Amazon.ae,20 July 2024
1220,25,Female,Dubai,Silver,Amazon.ae,16 March 2021
1221,40,Female,Dubai,Silver,Store,10 October 2021
1222,25,Female,Abu Dhabi,Gold,MobileApp,28 September 2025
1223,45,Female,Dubai,Gold,MobileApp,08 April 2025
1224,20,Female,Dubai,Silver,Amazon.ae,28 March 2021
1225,35,Female,Dubai,Silver,Store,31 May 2023
1226,30,Male,Dubai,Silver,MobileApp,15 July 2025
1227,18,Male,Dubai,Platinum,Store,19 July 2023
1228,20,Male,Dubai,Silver,Website,18 March 2024
1229,18,Female,Abu Dhabi,Platinum,Store,19 March 2024
1230,30,Female,Dubai,Silver,MobileApp,20 May 2025
1231,25,Female,Dubai,Silver,Amazon.ae,09 June 2021
1232,30,Male,Dubai,Gold,Store,22 March 2022
1233,25,Female,Abu Dhabi,Silver,Website,23 March 2021
1234,25,Male,Dubai,Silver,Store,28 October 2023
1235,35,Male,Abu Dhabi,Silver,Store,01 July 2021
1236,18,Male,Sharjah,Gold,Store,20 May 2023
1237,50,Male,Dubai,Gold,Store,24 August 2023
1238,45,Male,Dubai,Gold,Amazon.ae,30 March 2025
1239,35,Male,Dubai,Gold,Store,23 April 2022
1240,30,Male,Sharjah,Gold,Website,02 July 2021
1241,45,Female,Abu Dhabi,Silver,Amazon.ae,30 August 2024
1242,20,Female,Sharjah,Silver,Amazon.ae,29 April 2025
1243,18,Female,Dubai,Gold,MobileApp,23 June 2021
1244,20,Male,Sharjah,Platinum,Store,14 January 2021
1245,40,Female,Dubai,Silver,MobileApp,16 August 2024
1246,18,Female,Dubai,Silver,Store,14 March 2021
1247,30,Male,Sharjah,Silver,Amazon.ae,25 October 2025
1248,60,Male,Sharjah,Silver,MobileApp,29 May 2022
1249,45,Male,Dubai,Silver,MobileApp,12 October 2025
1250,30,Male,Dubai,Gold,Store,25 August 2022
1251,18,Female,Dubai,Silver,Website,09 December 2021
1252,40,Female,Dubai,Gold,MobileApp,20 November 2024
1253,30,Male,Dubai,Gold,Amazon.ae,29 November 2021
1254,20,Female,Sharjah,Platinum,Store,21 December 2021
1255,18,Female,Abu Dhabi,Silver,Amazon.ae,02 May 2025
1256,50,Female,Abu Dhabi,Silver,Store,27 April 2023
1257,35,Male,Abu Dhabi,Silver,Website,12 June 2021
1258,40,Female,Abu Dhabi,Silver,Website,26 April 2021
1259,45,Male,Abu Dhabi,Silver,Store,27 November 2024
1260,30,Female,Abu Dhabi,Gold,Store,08 January 2024
1261,30,Male,Dubai,Silver,MobileApp,10 January 2025
1262,25,Male,Abu Dhabi,Platinum,Store,29 October 2023
1263,25,Female,Abu Dhabi,Gold,Store,13 November 2023
1264,25,Male,Sharjah,Gold,MobileApp,02 March 2023
1265,40,Male,Sharjah,Gold,MobileApp,27 June 2022
1266,35,Male,Dubai,Silver,Website,18 February 2022
1267,45,Female,Abu Dhabi,Gold,Store,13 November 2022
1268,25,Male,Dubai,Silver,Store,04 October 2022
1269,35,Female,Abu Dhabi,Gold,MobileApp,03 December 2024
1270,35,Male,Dubai,Silver,Website,31 October 2022
1271,30,Male,Dubai,Silver,Website,22 January 2021
1272,35,Male,Dubai,Silver,MobileApp,20 July 2025
1273,20,Male,Abu Dhabi,Silver,Store,27 November 2024
1274,30,Male,Dubai,Silver,Store,27 August 2023
1275,20,Male,Sharjah,Silver,Amazon.ae,01 September 2025
1276,25,Female,Dubai,Gold,Website,29 August 2025
1277,30,Female,Sharjah,Silver,Website,26 March 2024
1278,35,Male,Abu Dhabi,Silver,Amazon.ae,26 November 2021
1279,55,Male,Dubai,Silver,Amazon.ae,12 November 2023
1280,35,Female,Dubai,Silver,Website,04 February 2025
1281,35,Male,Abu Dhabi,Silver,Store,11 July 2024
1282,30,Male,Abu Dhabi,Gold,Noon,19 August 2024
1283,35,Female,Abu Dhabi,Silver,Website,21 June 2023
1284,18,Female,Dubai,Silver,Store,25 December 2022
1285,25,Female,Dubai,Silver,Website,28 January 2025
1286,25,Male,Sharjah,Silver,Store,02 April 2024
1287,30,Male,Dubai,Silver,Amazon.ae,05 March 2024
1288,18,Female,Dubai,Gold,Website,09 September 2021
1289,20,Male,Dubai,Silver,MobileApp,24 July 2021
1290,25,Male,Abu Dhabi,Silver,MobileApp,18 August 2024
1291,55,Male,Abu Dhabi,Gold,MobileApp,19 June 2024
1292,25,Male,Dubai,Silver,MobileApp,12 April 2023
1293,30,Female,Dubai,Gold,Amazon.ae,02 March 2023
1294,20,Female,Dubai,Silver,Store,21 December 2023
1295,35,Female,Dubai,Silver,Store,10 April 2022
1296,25,Male,Dubai,Gold,MobileApp,18 August 2024
1297,20,Male,Sharjah,Silver,Website,04 February 2025
1298,30,Male,Dubai,Gold,Store,29 January 2022
1299,18,Male,Dubai,Silver,Store,19 June 2025
1300,18,Female,Sharjah,Gold,Store,18 October 2023
1301,20,Male,Dubai,Gold,MobileApp,22 October 2022
1302,18,Male,Abu Dhabi,Gold,MobileApp,01 July 2023
1303,20,Male,Dubai,Gold,Store,06 July 2024
1304,25,Female,Dubai,Gold,MobileApp,15 April 2025
1305,40,Male,Sharjah,Silver,Store,14 June 2022
1306,30,Male,Abu Dhabi,Silver,MobileApp,25 April 2024
1307,30,Male,Dubai,Silver,Website,20 May 2024
1308,25,Female,Abu Dhabi,Silver,MobileApp,25 November 2023
1309,50,Male,Sharjah,Gold,Store,16 March 2024
1310,25,Female,Dubai,Silver,Store,29 July 2024
1311,18,Female,Abu Dhabi,Silver,MobileApp,20 April 2025
1312,35,Male,Sharjah,Gold,Store,31 May 2025
1313,20,Female,Dubai,Silver,Noon,27 May 2025
1314,25,Male,Abu Dhabi,Silver,Website,26 June 2024
1315,30,Female,Abu Dhabi,Silver,Store,26 February 2021
1316,45,Male,Abu Dhabi,Silver,Website,21 August 2024
1317,30,Male,Dubai,Gold,Store,06 June 2022
1318,35,Male,Dubai,Silver,Website,15 October 2025
1319,60,Male,Abu Dhabi,Silver,Noon,27 December 2021
1320,20,Female,Dubai,Gold,Store,14 June 2024
1321,25,Male,Dubai,Silver,MobileApp,22 August 2021
1322,25,Female,Dubai,Gold,Store,11 August 2021
1323,25,Male,Dubai,Gold,Website,28 June 2025
1324,25,Female,Sharjah,Silver,Store,23 November 2021
1325,50,Male,Dubai,Silver,Website,27 January 2024
1326,35,Male,Sharjah,Silver,Noon,03 June 2024
1327,35,Male,Dubai,Gold,Store,24 October 2025
1328,25,Female,Abu Dhabi,Silver,Website,16 April 2023
1329,40,Male,Dubai,Silver,Website,04 May 2022
1330,55,Male,Abu Dhabi,Gold,Website,23 April 2022
1331,40,Male,Abu Dhabi,Silver,Website,12 September 2023
1332,18,Female,Dubai,Silver,Website,19 September 2024
1333,35,Male,Sharjah,Gold,Store,03 March 2023
1334,18,Female,Dubai,Silver,Amazon.ae,28 April 2025
1335,25,Male,Abu Dhabi,Gold,MobileApp,27 May 2022
1336,18,Female,Sharjah,Gold,Store,10 October 2023
1337,35,Female,Sharjah,Silver,Store,17 January 2022
1338,35,Male,Sharjah,Platinum,MobileApp,17 December 2024
1339,20,Male,Dubai,Silver,Noon,03 October 2024
1340,25,Male,Dubai,Platinum,Noon,22 March 2024
1341,30,Male,Dubai,Silver,Amazon.ae,28 March 2022
1342,25,Male,Abu Dhabi,Silver,Store,06 August 2024
1343,20,Female,Abu Dhabi,Silver,Amazon.ae,26 October 2025
1344,25,Male,Dubai,Silver,Amazon.ae,17 February 2024
1345,40,Female,Abu Dhabi,Gold,Store,02 August 2021
1346,18,Male,Dubai,Gold,Store,19 July 2022
1347,18,Female,Dubai,Gold,Website,02 January 2023
1348,25,Male,Abu Dhabi,Silver,Website,15 March 2022
1349,50,Male,Dubai,Silver,Store,25 January 2023
1350,35,Male,Sharjah,Gold,Store,08 May 2025
1351,35,Male,Dubai,Silver,Store,21 September 2022
1352,25,Male,Abu Dhabi,Gold,Store,22 June 2023
1353,30,Female,Dubai,Gold,Store,10 January 2025
1354,18,Female,Dubai,Silver,MobileApp,02 December 2023
1355,35,Male,Abu Dhabi,Gold,Store,30 January 2022
1356,50,Male,Sharjah,Gold,Amazon.ae,04 September 2021
1357,35,Male,Dubai,Gold,Amazon.ae,24 June 2023
1358,45,Male,Dubai,Silver,Amazon.ae,07 August 2024
1359,35,Male,Abu Dhabi,Silver,MobileApp,05 September 2021
1360,20,Female,Dubai,Silver,Store,25 June 2025
1361,50,Female,Sharjah,Silver,Store,22 August 2022
1362,18,Female,Abu Dhabi,Silver,Store,15 May 2023
1363,30,Male,Dubai,Gold,Noon,12 January 2025
1364,20,Female,Dubai,Gold,Store,25 March 2021
1365,18,Female,Abu Dhabi,Silver,Website,12 February 2023
1366,25,Male,Dubai,Silver,MobileApp,29 May 2024
1367,25,Male,Abu Dhabi,Platinum,Amazon.ae,17 August 2025
1368,30,Female,Dubai,Silver,MobileApp,20 February 2021
1369,30,Male,Abu Dhabi,Gold,Website,04 July 2022
1370,18,Male,Dubai,Platinum,Website,10 February 2023
1371,20,Male,Sharjah,Gold,Website,08 September 2023
1372,30,Female,Dubai,Platinum,Store,25 April 2024
1373,25,Male,Dubai,Gold,Amazon.ae,29 March 2025
1374,35,Female,Sharjah,Silver,Website,31 May 2024
1375,35,Female,Dubai,Silver,Store,10 April 2022
1376,40,Female,Dubai,Silver,Amazon.ae,23 February 2022
1377,35,Male,Dubai,Silver,Website,28 March 2021
1378,25,Female,Dubai,Gold,Amazon.ae,16 September 2021
1379,35,Male,Sharjah,Silver,Amazon.ae,19 April 2024
1380,25,Male,Abu Dhabi,Gold,MobileApp,07 November 2021
1381,25,Male,Dubai,Silver,Store,22 June 2021
1382,40,Male,Abu Dhabi,Silver,Store,07 September 2024
1383,25,Female,Abu Dhabi,Platinum,Amazon.ae,27 September 2025
1384,40,Male,Sharjah,Silver,Amazon.ae,25 September 2024
1385,40,Male,Dubai,Gold,Website,28 February 2025
1386,45,Male,Abu Dhabi,Gold,Store,22 June 2024
1387,50,Female,Abu Dhabi,Silver,Store,29 July 2023
1388,25,Female,Dubai,Silver,Noon,20 May 2022
1389,25,Female,Dubai,Silver,Store,25 November 2021
1390,30,Male,Dubai,Gold,Store,15 July 2021
1391,25,Male,Abu Dhabi,Gold,Website,03 March 2021
1392,35,Female,Dubai,Silver,Store,15 November 2023
1393,35,Male,Sharjah,Gold,Amazon.ae,07 May 2025
1394,35,Male,Dubai,Silver,Store,16 July 2022
1395,25,Female,Abu Dhabi,Gold,Store,02 November 2024
1396,20,Male,Sharjah,Gold,Website,16 June 2023
1397,25,Female,Abu Dhabi,Gold,Website,11 August 2024
1398,20,Male,Sharjah,Gold,Store,12 December 2023
1399,45,Male,Sharjah,Silver,Website,24 April 2023
1400,25,Male,Dubai,Platinum,Store,09 February 2021
1401,20,Male,Abu Dhabi,Silver,Amazon.ae,15 May 2025
1402,18,Female,Dubai,Gold,Store,29 December 2022
1403,35,Female,Abu Dhabi,Silver,Noon,02 April 2022
1404,35,Male,Dubai,Platinum,Website,28 May 2023
1405,25,Male,Abu Dhabi,Gold,Store,29 September 2025
1406,18,Female,Abu Dhabi,Gold,Store,27 February 2023
1407,25,Female,Dubai,Silver,Website,02 January 2021
1408,25,Male,Dubai,Gold,Store,01 February 2025
1409,35,Male,Sharjah,Gold,Store,04 February 2024
1410,35,Male,Dubai,Gold,Store,04 August 2021
1411,25,Female,Dubai,Silver,Website,16 February 2023
1412,20,Female,Dubai,Silver,Website,10 November 2022
1413,60,Male,Sharjah,Silver,Store,18 February 2022
1414,30,Female,Sharjah,Silver,Website,29 July 2021
1415,35,Male,Abu Dhabi,Silver,MobileApp,18 December 2023
1416,20,Male,Sharjah,Silver,Store,12 February 2021
1417,30,Male,Dubai,Silver,Amazon.ae,18 May 2021
1418,18,Female,Sharjah,Silver,Website,03 July 2025
1419,30,Male,Dubai,Silver,Noon,21 February 2025
1420,55,Male,Dubai,Platinum,Store,03 May 2025
1421,25,Male,Dubai,Silver,Noon,30 September 2022
1422,18,Male,Abu Dhabi,Silver,Website,14 April 2022
1423,18,Male,Abu Dhabi,Silver,Website,27 December 2022
1424,25,Female,Dubai,Gold,Website,22 July 2025
1425,20,Male,Sharjah,Platinum,Store,13 November 2024
1426,18,Female,Dubai,Silver,Amazon.ae,06 May 2024
1427,40,Male,Dubai,Silver,Website,21 July 2021
1428,30,Male,Dubai,Platinum,Store,11 July 2021
1429,25,Male,Abu Dhabi,Silver,Store,17 April 2021
1430,50,Male,Sharjah,Silver,Store,26 September 2025
1431,20,Male,Dubai,Silver,Website,23 November 2021
1432,55,Male,Abu Dhabi,Silver,Website,20 January 2023
1433,25,Female,Dubai,Platinum,Website,06 October 2022
1434,45,Female,Abu Dhabi,Silver,Store,23 December 2021
1435,35,Male,Sharjah,Platinum,Website,18 August 2022
1436,40,Male,Dubai,Platinum,Website,16 May 2022
1437,60,Male,Sharjah,Silver,Store,31 July 2024
1438,25,Male,Abu Dhabi,Silver,Store,13 April 2022
1439,55,Male,Dubai,Silver,Store,23 May 2022
1440,25,Female,Sharjah,Silver,Amazon.ae,24 October 2025
1441,25,Male,Dubai,Silver,MobileApp,16 April 2021
1442,25,Male,Dubai,Gold,Noon,10 August 2024
1443,30,Male,Dubai,Silver,Store,26 December 2023
1444,20,Male,Dubai,Platinum,Amazon.ae,14 July 2021
1445,30,Female,Sharjah,Silver,Website,26 April 2024
1446,30,Male,Abu Dhabi,Gold,Website,16 February 2021
1447,40,Male,Sharjah,Gold,Store,17 October 2024
1448,40,Female,Dubai,Silver,MobileApp,06 October 2023
1449,25,Male,Dubai,Silver,Amazon.ae,21 June 2022
1450,25,Female,Dubai,Silver,Store,21 May 2025
1451,25,Female,Abu Dhabi,Silver,Store,19 February 2025
1452,20,Male,Sharjah,Silver,Website,27 April 2023
1453,18,Female,Abu Dhabi,Silver,Noon,22 May 2025
1454,25,Male,Dubai,Silver,MobileApp,10 December 2022
1455,25,Male,Sharjah,Platinum,Store,23 June 2024
1456,55,Male,Abu Dhabi,Silver,Store,19 March 2023
1457,30,Male,Dubai,Silver,Store,04 September 2022
1458,25,Female,Sharjah,Silver,Amazon.ae,16 April 2024
1459,30,Female,Dubai,Silver,MobileApp,25 April 2021
1460,20,Female,Dubai,Silver,Website,11 November 2022
1461,25,Female,Dubai,Platinum,Store,23 September 2022
1462,35,Male,Dubai,Silver,Amazon.ae,03 April 2024
1463,30,Male,Dubai,Silver,Website,07 August 2021
1464,25,Male,Dubai,Silver,Noon,16 July 2021
1465,60,Male,Dubai,Silver,Website,05 February 2022
1466,45,Male,Abu Dhabi,Silver,MobileApp,19 January 2023
1467,35,Female,Sharjah,Gold,MobileApp,12 November 2022
1468,30,Male,Abu Dhabi,Silver,Store,17 March 2021
1469,35,Male,Dubai,Silver,Noon,20 December 2024
1470,20,Male,Dubai,Gold,Store,14 October 2021
1471,25,Female,Dubai,Silver,MobileApp,18 April 2025
1472,18,Female,Dubai,Silver,Noon,15 August 2024
1473,30,Female,Abu Dhabi,Platinum,Store,11 May 2023
1474,30,Male,Abu Dhabi,Silver,Website,12 January 2023
1475,20,Female,Abu Dhabi,Gold,Website,27 September 2025
1476,55,Male,Abu Dhabi,Silver,MobileApp,21 October 2021
1477,50,Female,Dubai,Silver,Amazon.ae,20 March 2023
1478,35,Male,Dubai,Silver,Website,05 June 2023
1479,30,Male,Abu Dhabi,Silver,MobileApp,10 January 2025
1480,45,Male,Dubai,Silver,Store,18 February 2022
1481,20,Female,Dubai,Silver,Store,07 March 2022
1482,40,Male,Dubai,Gold,Store,07 June 2024
1483,20,Female,Dubai,Gold,Website,25 January 2024
1484,40,Male,Dubai,Silver,Store,02 January 2025
1485,25,Male,Sharjah,Silver,Website,20 June 2021
1486,45,Male,Sharjah,Gold,Store,02 September 2024
1487,50,Male,Dubai,Gold,MobileApp,28 June 2022
1488,20,Male,Dubai,Silver,Store,23 February 2025
1489,30,Male,Abu Dhabi,Gold,Website,12 November 2024
1490,60,Female,Dubai,Silver,Website,16 September 2023
1491,30,Male,Dubai,Silver,Amazon.ae,30 April 2025
1492,45,Female,Dubai,Silver,MobileApp,13 March 2021
1493,30,Female,Dubai,Gold,MobileApp,20 October 2023
1494,25,Female,Abu Dhabi,Platinum,Amazon.ae,16 June 2022
1495,25,Male,Sharjah,Platinum,Website,27 August 2021
1496,20,Male,Dubai,Silver,Store,12 December 2022
1497,40,Male,Dubai,Platinum,Amazon.ae,31 July 2022
1498,25,Female,Dubai,Silver,MobileApp,20 September 2025
1499,30,Female,Dubai,Silver,Store,18 January 2024
1500,30,Male,Sharjah,Silver,MobileApp,14 December 2022
1501,30,Male,Abu Dhabi,Silver,Amazon.ae,08 April 2025
1502,45,Female,Abu Dhabi,Gold,Noon,04 October 2022
1503,60,Male,Abu Dhabi,Silver,Noon,23 March 2024
1504,25,Female,Sharjah,Platinum,Store,13 August 2022
1505,40,Male,Sharjah,Silver,Store,09 July 2021
1506,40,Female,Dubai,Silver,Store,23 March 2023
1507,30,Male,Dubai,Platinum,Store,09 December 2024
1508,55,Male,Abu Dhabi,Silver,Amazon.ae,23 March 2024
1509,20,Female,Dubai,Gold,Store,12 October 2023
1510,20,Female,Sharjah,Gold,Website,17 September 2022
1511,45,Male,Abu Dhabi,Silver,Website,24 September 2024
1512,25,Male,Sharjah,Gold,MobileApp,21 September 2022
1513,40,Female,Dubai,Silver,Store,21 March 2025
1514,45,Female,Sharjah,Gold,Store,08 June 2023
1515,18,Female,Dubai,Silver,Store,25 November 2023
1516,45,Female,Sharjah,Silver,Store,23 February 2023
1517,25,Male,Dubai,Silver,Noon,02 November 2022
1518,30,Male,Abu Dhabi,Silver,MobileApp,23 December 2022
1519,35,Female,Abu Dhabi,Gold,Website,10 June 2022
1520,50,Female,Dubai,Platinum,Amazon.ae,21 June 2022
1521,18,Male,Dubai,Gold,Store,27 April 2023
1522,30,Male,Sharjah,Silver,MobileApp,26 May 2024
1523,35,Female,Dubai,Platinum,Store,01 July 2024
1524,35,Male,Abu Dhabi,Silver,MobileApp,23 September 2023
1525,35,Male,Dubai,Silver,Website,11 May 2024
1526,20,Male,Sharjah,Silver,Store,30 January 2024
1527,25,Female,Abu Dhabi,Silver,Store,16 October 2024
1528,25,Female,Dubai,Gold,Store,01 October 2025
1529,40,Male,Dubai,Silver,MobileApp,03 July 2023
1530,25,Female,Abu Dhabi,Silver,Store,27 June 2021
1531,20,Female,Dubai,Gold,Website,03 October 2021
1532,55,Male,Dubai,Platinum,MobileApp,08 November 2021
